Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3225E+03 .7018E+00 .4556E-01 .6118E-01 .7676E-01 .1558E-01 .4556E-01 .4239E-01 .8795E-01 .4556E-01 .6118E-01 .3986E-02
.3230E+03 .6403E+00 .4576E-01 .6211E-01 .7776E-01 .1565E-01 .4576E-01 .4305E-01 .8881E-01 .4576E-01 .6211E-01 .4089E-02
.3235E+03 .6833E+00 .5640E-01 .7535E-01 .9464E-01 .1929E-01 .5640E-01 .5226E-01 .1087E+00 .5640E-01 .7535E-01 .5046E-02
.3240E+03 .7817E+00 .6669E-01 .8811E-01 .1109E+00 .2281E-01 .6669E-01 .6114E-01 .1278E+00 .6669E-01 .8811E-01 .5992E-02
.3245E+03 .8269E+00 .6831E-01 .8865E-01 .1120E+00 .2336E-01 .6831E-01 .6155E-01 .1299E+00 .6831E-01 .8865E-01 .6124E-02
.3250E+03 .7845E+00 .6018E-01 .7795E-01 .9853E-01 .2058E-01 .6018E-01 .5413E-01 .1143E+00 .6018E-01 .7795E-01 .5445E-02
.3255E+03 .9417E+00 .7781E-01 .9832E-01 .1249E+00 .2661E-01 .7781E-01 .6833E-01 .1461E+00 .7781E-01 .9832E-01 .6988E-02
.3260E+03 .1053E+01 .9588E-01 .1205E+00 .1533E+00 .3279E-01 .9588E-01 .8375E-01 .1796E+00 .9588E-01 .1205E+00 .8666E-02
.3265E+03 .9975E+00 .9704E-01 .1217E+00 .1549E+00 .3319E-01 .9704E-01 .8464E-01 .1817E+00 .9704E-01 .1217E+00 .8860E-02
.3270E+03 .1010E+01 .9792E-01 .1207E+00 .1542E+00 .3349E-01 .9792E-01 .8397E-01 .1819E+00 .9792E-01 .1207E+00 .8927E-02
.3275E+03 .9966E+00 .9560E-01 .1157E+00 .1484E+00 .3270E-01 .9560E-01 .8057E-01 .1762E+00 .9560E-01 .1157E+00 .8699E-02
.3280E+03 .9535E+00 .8567E-01 .1015E+00 .1308E+00 .2930E-01 .8567E-01 .7070E-01 .1564E+00 .8567E-01 .1015E+00 .7759E-02
.3285E+03 .9138E+00 .9120E-01 .1079E+00 .1391E+00 .3119E-01 .9120E-01 .7520E-01 .1664E+00 .9120E-01 .1079E+00 .8340E-02
.3290E+03 .1025E+01 .1099E+00 .1308E+00 .1684E+00 .3760E-01 .1099E+00 .9119E-01 .2011E+00 .1099E+00 .1308E+00 .1020E-01
.3295E+03 .1140E+01 .1258E+00 .1489E+00 .1919E+00 .4302E-01 .1258E+00 .1039E+00 .2297E+00 .1258E+00 .1489E+00 .1175E-01
.3300E+03 .1163E+01 .1284E+00 .1493E+00 .1933E+00 .4392E-01 .1284E+00 .1042E+00 .2327E+00 .1284E+00 .1493E+00 .1196E-01
.3305E+03 .9731E+00 .1041E+00 .1178E+00 .1534E+00 .3561E-01 .1041E+00 .8227E-01 .1864E+00 .1041E+00 .1178E+00 .9605E-02
.3310E+03 .1006E+01 .1071E+00 .1192E+00 .1559E+00 .3664E-01 .1071E+00 .8332E-01 .1905E+00 .1071E+00 .1192E+00 .9865E-02
.3315E+03 .9821E+00 .1098E+00 .1218E+00 .1593E+00 .3756E-01 .1098E+00 .8515E-01 .1950E+00 .1098E+00 .1218E+00 .1019E-01
.3320E+03 .1007E+01 .1193E+00 .1331E+00 .1739E+00 .4082E-01 .1193E+00 .9309E-01 .2124E+00 .1193E+00 .1331E+00 .1123E-01
