Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3430E+03 .1085E+01 .1720E+00 .1516E+00 .2104E+00 .5884E-01 .1720E+00 .1074E+00 .2794E+00 .1720E+00 .1516E+00 .1675E-01
.3435E+03 .1018E+01 .1624E+00 .1424E+00 .1980E+00 .5555E-01 .1624E+00 .1010E+00 .2634E+00 .1624E+00 .1424E+00 .1590E-01
.3440E+03 .7669E+00 .1217E+00 .1095E+00 .1511E+00 .4161E-01 .1217E+00 .7759E-01 .1992E+00 .1217E+00 .1095E+00 .1221E-01
.3445E+03 .7520E+00 .1219E+00 .1059E+00 .1476E+00 .4168E-01 .1219E+00 .7516E-01 .1970E+00 .1219E+00 .1059E+00 .1205E-01
.3450E+03 .9988E+00 .1650E+00 .1395E+00 .1960E+00 .5642E-01 .1650E+00 .9908E-01 .2641E+00 .1650E+00 .1395E+00 .1614E-01
.3455E+03 .1019E+01 .1706E+00 .1420E+00 .2003E+00 .5834E-01 .1706E+00 .1009E+00 .2715E+00 .1706E+00 .1420E+00 .1664E-01
.3460E+03 .8646E+00 .1465E+00 .1203E+00 .1704E+00 .5010E-01 .1465E+00 .8557E-01 .2320E+00 .1465E+00 .1203E+00 .1428E-01
.3465E+03 .9772E+00 .1674E+00 .1359E+00 .1931E+00 .5724E-01 .1674E+00 .9670E-01 .2641E+00 .1674E+00 .1359E+00 .1632E-01
.3470E+03 .1045E+01 .1802E+00 .1455E+00 .2071E+00 .6163E-01 .1802E+00 .1036E+00 .2838E+00 .1802E+00 .1455E+00 .1765E-01
.3475E+03 .8420E+00 .1465E+00 .1174E+00 .1675E+00 .5011E-01 .1465E+00 .8362E-01 .2301E+00 .1465E+00 .1174E+00 .1439E-01
.3480E+03 .9603E+00 .1691E+00 .1334E+00 .1912E+00 .5785E-01 .1691E+00 .9511E-01 .2643E+00 .1691E+00 .1334E+00 .1657E-01
.3485E+03 .9597E+00 .1706E+00 .1330E+00 .1913E+00 .5836E-01 .1706E+00 .9489E-01 .2655E+00 .1706E+00 .1330E+00 .1672E-01
.3490E+03 .8882E+00 .1597E+00 .1230E+00 .1776E+00 .5460E-01 .1597E+00 .8786E-01 .2475E+00 .1597E+00 .1230E+00 .1566E-01
.3495E+03 .8766E+00 .1592E+00 .1215E+00 .1759E+00 .5445E-01 .1592E+00 .8680E-01 .2460E+00 .1592E+00 .1215E+00 .1563E-01
.3500E+03 .1082E+01 .1984E+00 .1498E+00 .2177E+00 .6785E-01 .1984E+00 .1071E+00 .3055E+00 .1984E+00 .1498E+00 .1950E-01
.3505E+03 .1139E+01 .2106E+00 .1576E+00 .2296E+00 .7202E-01 .2106E+00 .1127E+00 .3233E+00 .2106E+00 .1576E+00 .2072E-01
.3510E+03 .1015E+01 .1889E+00 .1403E+00 .2049E+00 .6462E-01 .1889E+00 .1005E+00 .2894E+00 .1889E+00 .1403E+00 .1863E-01
.3515E+03 .9814E+00 .1837E+00 .1361E+00 .1989E+00 .6281E-01 .1837E+00 .9750E-01 .2812E+00 .1837E+00 .1361E+00 .1821E-01
.3520E+03 .1054E+01 .1996E+00 .1457E+00 .2140E+00 .6826E-01 .1996E+00 .1045E+00 .3041E+00 .1996E+00 .1457E+00 .1974E-01
.3525E+03 .8215E+00 .1572E+00 .1134E+00 .1672E+00 .5377E-01 .1572E+00 .8135E-01 .2386E+00 .1572E+00 .1134E+00 .1554E-01
.3530E+03 .1033E+01 .1997E+00 .1424E+00 .2107E+00 .6829E-01 .1997E+00 .1023E+00 .3019E+00 .1997E+00 .1424E+00 .1974E-01
.3535E+03 .1103E+01 .2148E+00 .1518E+00 .2252E+00 .7345E-01 .2148E+00 .1090E+00 .3238E+00 .2148E+00 .1518E+00 .2127E-01
.3540E+03 .1144E+01 .2241E+00 .1570E+00 .2337E+00 .7666E-01 .2241E+00 .1129E+00 .3370E+00 .2241E+00 .1570E+00 .2224E-01
.3545E+03 .1159E+01 .2289E+00 .1589E+00 .2372E+00 .7828E-01 .2289E+00 .1143E+00 .3432E+00 .2289E+00 .1589E+00 .2274E-01
.3550E+03 .1153E+01 .2297E+00 .1580E+00 .2366E+00 .7855E-01 .2297E+00 .1138E+00 .3435E+00 .2297E+00 .1580E+00 .2285E-01
.3555E+03 .1039E+01 .2093E+00 .1425E+00 .2141E+00 .7157E-01 .2093E+00 .1027E+00 .3119E+00 .2093E+00 .1425E+00 .2082E-01
.3560E+03 .1085E+01 .2207E+00 .1488E+00 .2243E+00 .7548E-01 .2207E+00 .1073E+00 .3280E+00 .2207E+00 .1488E+00 .2197E-01
.3565E+03 .9252E+00 .1896E+00 .1267E+00 .1916E+00 .6485E-01 .1896E+00 .9145E-01 .2811E+00 .1896E+00 .1267E+00 .1891E-01
