620,0.854,0.405,1.054,0.002,0.002,0.005
El: -63.09
622,0.855,0.405,1.055,0.002,0.001,0.005
624,0.854,0.405,1.053,0.002,0.001,0.004
626,0.855,0.405,1.055,0.002,0.002,0.005
628,0.855,0.405,1.055,0.001,0.001,0.003
630,0.855,0.406,1.054,0.002,0.000,0.002
El: -63.07
632,0.855,0.405,1.055,0.001,0.002,0.005
634,0.855,0.405,1.056,0.002,0.002,0.005
636,0.855,0.405,1.055,0.001,0.002,0.005
638,0.855,0.405,1.056,0.002,0.002,0.005
640,0.855,0.405,1.055,0.002,0.001,0.002
El: -63.05
642,0.856,0.405,1.056,0.001,0.001,0.004
644,0.855,0.406,1.054,0.000,0.000,0.002
646,0.855,0.406,1.054,0.000,0.000,0.000
649,0.855,0.405,1.055,0.000,0.001,0.003
651,0.855,0.406,1.054,0.000,0.000,0.001
El: -63.03
653,0.857,0.406,1.056,0.003,0.000,0.003
655,0.858,0.406,1.057,0.003,0.000,0.003
657,0.858,0.406,1.057,0.002,0.000,0.003
659,0.858,0.406,1.057,0.002,0.000,0.003
661,0.858,0.406,1.057,0.002,0.001,0.004
El: -63.01
663,0.859,0.406,1.058,0.002,0.001,0.004
665,0.859,0.406,1.058,0.002,0.001,0.004
667,0.860,0.406,1.058,0.001,0.002,0.005
669,0.859,0.407,1.057,0.002,0.002,0.005
El: -63.00
671,0.860,0.406,1.058,0.001,0.002,0.005
673,0.860,0.406,1.059,0.001,0.001,0.003
675,0.860,0.406,1.059,0.000,0.001,0.004
677,0.859,0.406,1.058,0.002,0.001,0.005
679,0.859,0.406,1.056,0.002,0.002,0.006
El: -62.98
681,0.860,0.406,1.058,0.002,0.002,0.005
683,0.859,0.406,1.058,0.002,0.001,0.004
685,0.859,0.406,1.058,0.002,0.001,0.005
687,0.859,0.406,1.059,0.002,0.000,0.003
689,0.858,0.406,1.058,0.003,0.000,0.003
El: -62.96
691,0.858,0.406,1.058,0.002,0.000,0.003
694,0.858,0.406,1.058,0.002,0.000,0.003
696,0.857,0.406,1.057,0.003,0.000,0.003
698,0.857,0.406,1.057,0.002,0.000,0.003
700,0.856,0.406,1.055,0.002,0.000,0.003
El: -62.94
702,0.856,0.406,1.055,0.002,0.000,0.002
704,0.856,0.406,1.055,0.001,0.000,0.002
706,0.855,0.405,1.056,0.000,0.002,0.004
708,0.856,0.405,1.056,0.001,0.001,0.005
710,0.855,0.406,1.054,0.001,0.000,0.002
El: -62.92
712,0.855,0.404,1.057,0.000,0.002,0.007
714,0.855,0.405,1.056,0.001,0.002,0.005
716,0.855,0.404,1.059,0.001,0.003,0.007
718,0.855,0.405,1.055,0.000,0.002,0.005
720,0.855,0.405,1.056,0.000,0.002,0.005
El: -62.91
722,0.855,0.405,1.054,0.002,0.001,0.004
724,0.855,0.405,1.056,0.001,0.002,0.005
726,0.855,0.405,1.056,0.001,0.002,0.005
728,0.855,0.405,1.056,0.000,0.002,0.004
730,0.855,0.405,1.056,0.000,0.001,0.004
El: -62.89
732,0.855,0.406,1.054,0.000,0.000,0.001
734,0.855,0.405,1.055,0.000,0.001,0.003
736,0.855,0.406,1.054,0.000,0.000,0.001
738,0.855,0.406,1.054,0.000,0.000,0.000
741,0.855,0.405,1.055,0.000,0.001,0.003
El: -62.87
743,0.856,0.405,1.056,0.002,0.001,0.003
745,0.856,0.406,1.055,0.001,0.000,0.002
747,0.857,0.405,1.056,0.002,0.001,0.005
749,0.859,0.406,1.058,0.003,0.001,0.005
751,0.859,0.407,1.057,0.002,0.002,0.006
El: -62.85
753,0.860,0.406,1.058,0.001,0.002,0.005
755,0.861,0.408,1.055,0.002,0.003,0.008
757,0.862,0.407,1.058,0.002,0.002,0.007
759,0.862,0.408,1.057,0.009,0.005,0.006
761,0.864,0.410,1.055,0.019,0.010,0.005
El: -62.83
763,0.865,0.409,1.056,0.004,0.003,0.007
765,0.866,0.410,1.056,0.004,0.002,0.004
767,0.869,0.411,1.057,0.005,0.003,0.006
769,0.871,0.412,1.057,0.004,0.003,0.005
El: -62.81
771,0.872,0.413,1.056,0.003,0.003,0.006
773,0.880,0.416,1.056,0.014,0.007,0.006
775,0.877,0.415,1.057,0.010,0.005,0.004
777,0.862,0.409,1.055,0.015,0.007,0.006
779,0.859,0.407,1.055,0.006,0.005,0.007
El: -62.79
781,0.859,0.406,1.056,0.010,0.004,0.006
783,0.915,0.432,1.059,0.064,0.029,0.006
